1,5533214
2,10244922
3,16147990
4,23322906
5,31939790
6,42043914
7,53645962
8,66722542
9,81255106
10,97212094
11,114571952
12,133304718
13,153380340
14,174765896
15,197452900
16,221401572
17,246599868
18,273032480
19,300722376
20,329639690
21,359759182
22,391020178
23,423433430
24,456950220
25,491492568
26,527082024
27,563655122
28,601195624
29,639671674
30,679037696
31,719307048
32,760463846
33,802500438
34,845375892
35,889113042
36,933756098
37,979332634
38,1025879790
39,1073332730
40,1121666146
41,1170759800
42,1220638354
43,1271183024
44,1322469446
45,1374446014
46,1427215518
47,1480796614
48,1535026982
49,1589902194
50,1645402422
51,1701489278
52,1758182482
53,1815650422
54,1873850786
55,1932768332
56,1992242854
57,2052206024
58,2112662654
59,2173598718
60,2235090448
61,2297087132
62,2359523602
63,2422378772
64,2485594030
65,2549311280
66,2613564220
67,2678346746
68,2743605732
69,2809240122
70,2875206444
71,2941284868
72,3007354194
73,3073304924
74,3139150118
75,3204903048
76,3270628644
77,3336481858
78,3402595310
79,3469083174
80,3536112070
81,3603723962
82,3672061314
83,3741000628
84,3810313582
85,3879962122
86,3949815678
87,4019671212
88,4089535398
89,4159430406
90,4229282794
91,4299050296
92,4368815198
93,4438491670
94,4507933664
95,4577187248
96,4646172790
97,4714883468
98,4783315380
99,4851635238
100,4919693976
101,4987435006
102,5054868940
103,5122025636
104,5188876312
105,5255562466
106,5321789664
107,5387709866
108,5453155760
109,5518344902
110,5583199302
111,5647940592
112,5712532436
113,5777049996
114,5841671260
115,5906257616
116,5970802418
117,6035016232
118,6099014598
119,6163131890
120,6227293328
121,6291369490
122,6355316066
123,6419068664
124,6482356282
125,6545028202
126,6607208260
127,6668873812
128,6729898260
129,6790262340
130,6849818860
131,6908468940
132,6966343590
133,7023484894
134,7080179886
135,7136224934
136,7191763380
137,7247003072
138,7302007772
139,7356856690
140,7411305200
141,7465339022
142,7519227628
143,7572970108
144,7626253414
145,7679017496
146,7731425596
147,7783377002
148,7834563408
149,7884724160
150,7933902786
151,7982110686
152,8029236696
153,8075204574
154,8120159054
155,8163725456
156,8206073580
157,8247289146
158,8287343870
159,8326491304
160,8364696548
161,8401843256
162,8437996314
163,8473160976
164,8507304640
165,8540467744
166,8572888494
167,8604371836
168,8635095050
169,8664830912
170,8693307692
171,8720688276
172,8747084426
173,8772780828
174,8797682190
175,8821633458
176,8844680828
177,8866665004
178,8887875988
179,8908281514
180,8927910392
181,8946872908
182,8964925676
183,8982096630
184,8998690956
185,9014702846
186,9030061570
187,9044813990
188,9058807846
189,9071926246
190,9084455560
191,9096463156
192,9107847060
193,9118583738
194,9129048200
195,9138973302
196,9148507896
197,9157575806
198,9166229758
199,9174592746
200,9182442180
201,9189666152
202,9196331540
203,9202212860
204,9207564378
205,9212367806
206,9216616126
207,9220774354
208,9225135402
209,9229824748
210,9235179152
211,9240992158
212,9247227092
213,9253873960
214,9260991112
215,9268322002
216,9275652658
217,9283020832
218,9290502930
219,9298018808
220,9305397916
221,9312973648
222,9320581686
223,9328052716
224,9335194280
225,9342170154
226,9348864852
227,9354879124
228,9360325230
229,9365320360
230,9369719218
231,9373730346
232,9377500442
233,9381033716
234,9384476352
235,9387442668
236,9390012394
237,9392014908
238,9393479374
239,9394483166
240,9394834108
241,9394727530
242,9394126110
243,9393372892
244,9392862834
245,9392750152
246,9393291518
247,9394149088
248,9395295744
249,9396750508
250,9398409890
251,9400120766
252,9402206508
253,9404848340
254,9407960718
255,9411681544
256,9416021626
257,9420617314
258,9425352420
259,9430195662
260,9434702854
261,9439055054
262,9443474558
263,9447600676
264,9451669092
265,9455790810
266,9459929270
267,9464398932
268,9468970876
269,9473815300
270,9478921414
271,9484054934
272,9489218192
273,9494178664
274,9499072488
275,9503860078
276,9508593288
277,9513096622
278,9517223486
279,9521051868
280,9524558424
281,9527510238
282,9529648890
283,9531158336
284,9532117100
285,9532565022
286,9532585274
287,9532334644
288,9531451478
289,9529840210
290,9527601572
291,9524677112
292,9521242588
293,9517207996
294,9512770640
295,9508179446
296,9503572582
297,9498791574
298,9493756872
299,9488769180
300,9483870606
301,9478944606
302,9474128878
303,9469929538
304,9466305000
305,9463274158
306,9460715378
307,9458363876
308,9456096560
309,9453778684
310,9451658834
311,9449845238
312,9448298462
313,9446928502
314,9445644810
315,9444583284
316,9443570444
317,9442730068
318,9442023666
319,9441277082
320,9440321652
321,9439138846
322,9437088608
323,9434443424
324,9431474582
325,9428155488
326,9424464688
327,9420059044
328,9414850860
329,9408932566
330,9402359910
331,9395048998
332,9387363762
333,9379305374
334,9370989018
335,9362760170
336,9354380436
337,9345981184
338,9337315832
339,9328367188
340,9319103628
341,9309733048
342,9300145446
343,9290327520
344,9279877432
345,9268736142
346,9257026290
347,9244749518
348,9231643102
349,9217789022
350,9203298720
351,9188265882
352,9172796688
353,9156813078
354,9140060038
355,9122286680
356,9103580108
357,9084415518
358,9064627236
359,9044234946
360,9023291504
361,9002080336
362,8980609314
363,8958583744
364,8935892274
365,8912979586
366,8890051668
367,8866870928
368,8843686450
369,8820758030
370,8798024154
371,8775696214
372,8753690418
373,8732054756
374,8710698962
375,8689652786
376,8668993350
377,8648409984
378,8628028736
379,8607521040
380,8586749362
381,8565975504
382,8545195382
383,8524427654
384,8503435192
385,8482345850
386,8461321188
387,8440059990
388,8418705802
389,8397097982
390,8375255486
391,8353112544
392,8330425986
393,8307265924
394,8283689554
395,8259823908
396,8235635562
397,8210826126
398,8185229690
399,8159200792
400,8132730156
401,8105699508
402,8077937110
403,8049469036
404,8020287764
405,7990418714
406,7960197192
407,7929801098
408,7899211794
409,7868376122
410,7837446310
411,7806528302
412,7775502468
413,7744400912
414,7713415708
415,7682288576
416,7651026530
417,7619479464
418,7587419528
419,7554808234
420,7521560414
421,7487608258
422,7452825364
423,7417135722
424,7380420718
425,7342610924
426,7303929298
427,7264368174
428,7223827328
429,7182525924
430,7140665854
431,7098486864
432,7055932424
433,7012996102
434,6970054726
435,6926864774
436,6883436300
437,6839810240
438,6796169282
439,6752631674
440,6709183916
441,6665917810
442,6623006834
443,6579979900
444,6536848648
445,6493551756
446,6450324932
447,6407160804
448,6363802652
449,6320490944
450,6277194214
451,6234038252
452,6191066006
453,6148322732
454,6105941836
455,6064018396
456,6022603602
457,5981778500
458,5941244676
459,5901148768
460,5861606676
461,5822601610
462,5783945252
463,5745621202
464,5707574686
465,5669714154
466,5631928342
467,5594449750
468,5557310226
469,5520402164
470,5483782874
471,5447342230
472,5411279102
473,5375393922
474,5339680656
475,5304097984
476,5268571226
477,5233236194
478,5197957458
479,5162763834
480,5127769378
481,5092793242
482,5058067280
483,5023543230
484,4989206204
485,4955120132
486,4921019968
487,4887064302
488,4853161448
489,4819457264
490,4786023584
491,4752899248
492,4719999258
493,4687215108
494,4654371858
495,4621472136
496,4588546130
497,4555626042
498,4522742560
499,4489827544
500,4456767642
501,4423665178
502,4390686792
503,4357931716
504,4325245496
505,4292657258
506,4260027772
507,4227289622
508,4194545574
509,4161663910
510,4128760186
511,4095924448
512,4063079646
